"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2015","4","B","M","E","2609501","Nazaré da Mata","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2759732.85","31951","Total das Despesas Exceto Intra-Orçamentárias","2015-09-24T21:15:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2304251","Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4459371.08","23677","Total das Despesas Exceto Intra-Orçamentárias","2016-09-12T20:35:28Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2310258","Paraipaba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3900148.93","31986","Total das Despesas Exceto Intra-Orçamentárias","2016-12-03T01:31:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2607505","Itaíba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3384341.76","26362","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T19:59:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2307601","Limoeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","23799.68","59278","Total de Despesas Intraorçamentária","2019-09-23T19:01:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2614303","Moreilândia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","140699.73","11240","Total de Despesas Intraorçamentária","2018-04-02T11:49:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2603108","Cachoeirinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","293854.46","20082","Total de Despesas Intraorçamentária","2018-04-20T13:14:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2613107","São Caitano","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2305042.13","36895","Total das Despesas Exceto Intra-Orçamentárias","2017-05-30T19:45:52Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2610509","Passira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","702110.9","28935","Total de Despesas Intraorçamentária","2018-07-26T20:30:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2606804","Igarassu","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","461719.4","115640","Total de Despesas Intraorçamentária","2019-05-30T20:45:42Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2614600","Tabira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2025291.47","27778","Total das Despesas Exceto Intra-Orçamentárias","2015-10-28T15:24:42Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2614501","Surubim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6460280.45","64520","Total das Despesas Exceto Intra-Orçamentárias","2019-05-24T17:31:02Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2307601","Limoeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4804105.83","57782","Total das Despesas Exceto Intra-Orçamentárias","2015-12-02T14:30:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2614006","Serrita","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3122958.03","19049","Total das Despesas Exceto Intra-Orçamentárias","2018-07-25T22:43:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2304400","Fortaleza","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","205232798.89","2609716","Total das Despesas Exceto Intra-Orçamentárias","2018-09-21T14:14:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2606606","Ibimirim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2562245.62","28798","Total das Despesas Exceto Intra-Orçamentárias","2018-09-28T00:49:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2605004","Cupira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4083256.76","24041","Total das Despesas Exceto Intra-Orçamentárias","2020-04-30T00:57:17Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2612471","Santa Cruz da Baixa Verde","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1482537.94","12439","Total das Despesas Exceto Intra-Orçamentárias","2017-05-30T20:52:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2300309","Acopiara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7181361.92","53931","Total das Despesas Exceto Intra-Orçamentárias","2019-03-30T14:11:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2304285","Eusébio","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","12376075.11","52880","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T18:35:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2304459","Fortim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","256807.5","16357","Total de Despesas Intraorçamentária","2019-09-27T18:02:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2313005","Solonópole","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","28489.66","18127","Total de Despesas Intraorçamentária","2018-09-28T15:11:13Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2612307","Saloá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3298571.59","15823","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T13:36:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2612307","Saloá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2038114.44","15761","Total das Despesas Exceto Intra-Orçamentárias","2018-05-21T19:00:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2304202","Crato","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","968089.45","129662","Total de Despesas Intraorçamentária","2020-02-05T13:38:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2603504","Camocim de São Félix","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3387925.97","18440","Total das Despesas Exceto Intra-Orçamentárias","2018-11-26T22:12:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2612406","Sanharó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1727740.2","26026","Total das Despesas Exceto Intra-Orçamentárias","2019-05-28T17:16:54Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2307650","Maracanaú","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","33337821.48","219749","Total das Despesas Exceto Intra-Orçamentárias","2015-07-21T12:50:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2610509","Passira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4064633.97","28935","Total das Despesas Exceto Intra-Orçamentárias","2017-11-30T13:48:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2309904","Pacujá","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1407561.9","6186","Total das Despesas Exceto Intra-Orçamentárias","2018-11-30T21:48:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2611309","Pombos","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2840814.36","26902","Total das Despesas Exceto Intra-Orçamentárias","2018-05-29T12:36:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2609204","Maraial","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2659050.64","11570","Total das Despesas Exceto Intra-Orçamentárias","2019-03-29T20:48:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2600302","Agrestina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","202443.46","24256","Total de Despesas Intraorçamentária","2017-03-27T23:38:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2609154","Manari","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","272956.41","20681","Total de Despesas Intraorçamentária","2017-09-24T16:18:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2602407","Brejão","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","108646.92","8989","Total de Despesas Intraorçamentária","2016-12-19T01:30:09Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2601052","Araçoiaba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","152023.15","20312","Total de Despesas Intraorçamentária","2019-07-30T12:27:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2306306","Itapajé","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","620428.59","51538","Total de Despesas Intraorçamentária","2018-05-02T18:47:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2311801","Russas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","436403.2","75762","Total de Despesas Intraorçamentária","2017-08-01T17:40:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2313351","Tejuçuoca","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2382952.61","18301","Total das Despesas Exceto Intra-Orçamentárias","2015-10-26T12:39:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2615805","Tupanatinga","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3686548.2","26172","Total das Despesas Exceto Intra-Orçamentárias","2015-08-07T19:35:08Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2600401","Água Preta","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","378052.27","36040","Total de Despesas Intraorçamentária","2017-07-27T18:00:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2302305","Bela Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3832477.93","31956","Total das Despesas Exceto Intra-Orçamentárias","2015-07-03T21:11:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2306801","Jaguaribara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2431217.27","11102","Total das Despesas Exceto Intra-Orçamentárias","2017-08-18T18:19:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2612471","Santa Cruz da Baixa Verde","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2676411.09","12375","Total das Despesas Exceto Intra-Orçamentárias","2016-10-06T01:33:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2610509","Passira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3556346.12","28982","Total das Despesas Exceto Intra-Orçamentárias","2016-09-29T12:20:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2607000","Inajá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2418081.73","21932","Total das Despesas Exceto Intra-Orçamentárias","2016-09-29T14:38:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2307502","Lavras da Mangabeira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2663137.63","31409","Total das Despesas Exceto Intra-Orçamentárias","2015-11-25T20:53:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2606705","Ibirajuba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","106962.62","7725","Total de Despesas Intraorçamentária","2016-12-01T01:33:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2602209","Bom Jardim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","590190.19","38924","Total de Despesas Intraorçamentária","2017-03-28T21:15:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2601003","Angelim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","177064.07","10965","Total de Despesas Intraorçamentária","2017-05-29T19:56:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2606309","Granito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","113322.72","7435","Total de Despesas Intraorçamentária","2019-11-29T14:38:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2307635","Madalena","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4356597.01","19906","Total das Despesas Exceto Intra-Orçamentárias","2020-01-29T22:57:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2308708","Morada Nova","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","743244.16","62069","Total de Despesas Intraorçamentária","2019-05-30T11:31:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2601300","Barra de Guabiraba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2046769.43","14091","Total das Despesas Exceto Intra-Orçamentárias","2018-03-27T21:49:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2610707","Paulista","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","14636538.54","329117","Total das Despesas Exceto Intra-Orçamentárias","2019-12-12T14:21:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2613008","São Bento do Una","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","451508.81","58956","Total de Despesas Intraorçamentária","2020-08-04T13:20:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2615409","Toritama","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4358310.43","43174","Total das Despesas Exceto Intra-Orçamentárias","2017-07-27T12:35:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2303956","Chorozinho","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4475930.14","19194","Total das Despesas Exceto Intra-Orçamentárias","2018-07-26T22:53:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2614006","Serrita","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2624726.52","19017","Total das Despesas Exceto Intra-Orçamentárias","2017-10-25T12:58:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2605905","Gameleira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1547257.89","30426","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T11:48:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2612208","Salgueiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7937079.19","59409","Total das Despesas Exceto Intra-Orçamentárias","2016-03-23T01:30:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2606507","Iati","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","269917","19010","Total de Despesas Intraorçamentária","2016-12-26T12:43:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2606804","Igarassu","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11000356.1","112463","Total das Despesas Exceto Intra-Orçamentárias","2017-05-05T20:35:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2602001","Bodocó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4082899.42","37571","Total das Despesas Exceto Intra-Orçamentárias","2018-09-27T20:05:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2607505","Itaíba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","517524.88","26362","Total de Despesas Intraorçamentária","2017-11-30T18:12:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2602407","Brejão","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","241716.78","8999","Total de Despesas Intraorçamentária","2019-05-30T15:21:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2606200","Goiana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6680388.54","78940","Total das Despesas Exceto Intra-Orçamentárias","2017-05-30T21:29:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2601300","Barra de Guabiraba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","924306.09","13953","Total das Despesas Exceto Intra-Orçamentárias","2017-05-11T20:51:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2609204","Maraial","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1703630.92","11570","Total das Despesas Exceto Intra-Orçamentárias","2017-05-31T00:27:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2311231","Potiretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","184663.82","6318","Total de Despesas Intraorçamentária","2017-02-08T21:36:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2313609","Ubajara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5837183.62","33792","Total das Despesas Exceto Intra-Orçamentárias","2017-02-17T19:40:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2607406","Itacuruba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1114512.59","4754","Total das Despesas Exceto Intra-Orçamentárias","2016-09-30T11:28:13Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2306207","Itaiçaba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1088142.52","7698","Total das Despesas Exceto Intra-Orçamentárias","2017-09-27T23:04:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2600500","Águas Belas","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","731191.39","42831","Total de Despesas Intraorçamentária","2018-03-17T19:36:08Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2310951","Pires Ferreira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1631774.33","10853","Total das Despesas Exceto Intra-Orçamentárias","2019-11-22T14:11:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2602209","Bom Jardim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","468235.99","39132","Total de Despesas Intraorçamentária","2019-07-26T18:41:31Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2305704","Ipaumirim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1708356.55","12327","Total das Despesas Exceto Intra-Orçamentárias","2017-07-27T14:07:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2302602","Camocim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11651758.67","62734","Total das Despesas Exceto Intra-Orçamentárias","2018-11-28T00:52:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2604205","Catende","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6145004.5","41865","Total das Despesas Exceto Intra-Orçamentárias","2019-03-22T13:48:13Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2614303","Moreilândia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1446293.81","11245","Total das Despesas Exceto Intra-Orçamentárias","2015-11-30T16:28:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2603207","Caetés","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","198825.19","28326","Total de Despesas Intraorçamentária","2017-05-08T13:10:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2311603","Redenção","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","262728.42","27272","Total de Despesas Intraorçamentária","2016-06-13T20:16:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2607000","Inajá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","196781.05","22374","Total de Despesas Intraorçamentária","2018-07-24T23:24:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2301109","Aracati","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11675273.56","73188","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T18:44:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
